SMILES,Kinetic solubility in PBS (uM),logS
CC(C)(C)C(=O)Cn1nnc(-c2ccc(C(F)(F)F)cc2)n1,0.6,-6.221848749616356
CCOC(=O)c1cc(C#N)c(N2CCNCC2)nc1C(F)(F)F,149.9,-3.8241983671517206
CC(C)(C)c1ncc(S(=O)(=O)c2ccc(C(F)(F)F)cn2)c(N)n1,3.9,-5.4089353929735005
CCn1c(C)nnc1SCC(=O)Nc1cccc(C(F)(F)F)c1,140.3,-3.8529423289716402
Cc1cccc(N2CCN(c3nnc(C(F)(F)F)s3)CC2)c1,7.0,-5.154901959985743
Fc1ccc(-c2cnc3n2CCCCC3)cc1,149.8,-3.824488186636552
CC1(C)CC(=O)C(=NNc2ccc(F)cc2)C(=O)C1,13.7,-4.863279432843593
COCCCNC(=O)C(C#N)=Cc1ccc(F)cc1,146.4,-3.834458923277627
O=C(NC1CC1)C1CC(=O)N(c2ccc(F)cc2)C1,143.4,-3.8434508486682186
O=C(NCC1CCCO1)c1cc2cc(F)ccc2[nH]1,140.3,-3.8529423289716402
O=S(=O)(c1cccs1)N1CCN(c2ccc(F)cc2)CC1,29.4,-4.531652669587843
O=S(=O)(c1cccs1)N1CCN(c2ccccc2F)CC1,47.8,-4.320572103387881
CC(C)S(=O)(=O)c1csc(C(=O)Nc2ccc(F)cc2)c1N,39.7,-4.401209493236885
CN(CC(=O)Nc1cccc(F)c1)C(=O)C1=COCCO1,149.9,-3.8241983671517206
O=C(COC(=O)CNC(=O)c1ccccc1F)NC1CC1,149.9,-3.8241983671517206
Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1ccc(F)cc1,7.0,-5.154901959985743
CN(CC(=O)Nc1ccccc1F)Cc1cccs1,108.1,-3.96617430604669
CCCc1cc(O)nc(SCc2ccc(F)cc2)n1,11.5,-4.939302159646388
O=C(NCCNCc1cccs1)c1ccccc1F,135.1,-3.869344650977969
Cc1csc(SCC(=O)NC(C)c2ccc(F)cc2)n1,125.0,-3.9030899869919438
Cc1cc(C=NNC(N)=O)c(C)n1-c1ccc(F)cc1,102.4,-3.989700043360188
Cn1cccc1CC(=O)NNC(=O)Nc1ccccc1F,141.9,-3.848017604542526
O=S(=O)(c1ccc(F)cc1)N1CCN(c2ncccn2)CC1,25.7,-4.590066876668706
Cc1nnc(NC(=O)c2ccc(F)c(S(=O)(=O)N3CCOCC3)c2)s1,108.9,-3.962972120244225
Cc1nnsc1C(=O)N1CCN(c2ccc(F)cc2)CC1,79.3,-4.100726812682396
Cn1c(SCC(=O)Nc2ccc(F)cc2)nnc1C1CC1,129.3,-3.888401475119606
Nc1nc(Nc2ccccc2F)nc(N2CCCC2)c1[N+](=O)[O-],81.1,-4.090979145788844
Nc1nc(Nc2cccc(F)c2)nc(N2CCOCC2)c1[N+](=O)[O-],8.7,-5.060480747381382
Nc1nc(Nc2ccccc2F)nc(N2CCOCC2)c1[N+](=O)[O-],24.5,-4.610833915635467
Cc1cccc(NCc2ccccc2)c1,4.1,-5.3872161432802645
c1ccc2nc3c(cc2c1)CCCCC3,17.2,-4.764471553092451
Cc1c[n+](CC(=O)c2ccccc2)c(C)cn1,87.9,-4.056011124926228
C=Cn1cc[n+](CC(=O)c2ccc(OC)cc2)c1,139.9,-3.8541822855081724
NNC(=O)CP(=O)(c1ccccc1)c1ccccc1,55.4,-4.2564902352715706
NNP(=O)(CC(=O)c1ccccc1)c1ccccc1,69.3,-4.159266765388193
N=C(N)SCP(=O)(c1ccccc1)c1ccccc1,149.9,-3.8241983671517206
Cc1ccc(N=Nc2cc(C)ccc2N)cc1,2.2,-5.657577319177793
CC(=NNc1ccccc1)c1cccc(N)c1,32.0,-4.494850021680094
CC(=NNc1ccccc1C)c1cccnc1,105.4,-3.977159389123472
Cc1cccc(NC(=O)Nc2ccccn2)c1C,5.0,-5.301029995663981
Cc1ccc(NC(=O)Nc2cccc(C)n2)cc1,3.3,-5.481486060122113
Cc1cc(C(=O)N2CCc3ccccc3C2)[nH]n1,108.2,-3.9657727392294495
COc1ccccc1N=Nc1ccc(N)c(C)c1,68.0,-4.167491087293763
Cn1c(N2CCOCC2)c(C#N)c2ccccc21,70.5,-4.151810883008602
Cn1cccc1C=NNC(=O)Cc1ccccc1,120.6,-3.9186526921958675
c1ccc2nc3c(nc2c1)OCC1CCCCN31,97.4,-4.011441043121384
CCCc1c(C)nc2nc3ccccc3n2c1O,14.9,-4.826813731587726
CCCOc1[nH]cnc2c3cc(C)ccc3nc1-2,3.7,-5.431798275933005
CC(=O)c1ccc(Nc2nc(C)cc(C)n2)cc1,23.2,-4.634512015109101
O=C1C(=Cc2ccncc2)N=C2CCCCCN12,140.5,-3.8523236757589014
Cc1nn(CCC#N)c(C)c1Oc1ccccc1O,101.1,-3.995248844408999
COc1ccc(C)cc1NC(=O)Nc1ccncc1,17.9,-4.747146969020107
COc1cccc(NC(=O)Nc2cccc(C)n2)c1,1.2,-5.920818753952375
COc1ccccc1NC(=O)Nc1cccc(C)n1,1.6,-5.795880017344075
COc1ccccc1NC(=O)Nc1ccc(C)cn1,3.1,-5.508638306165727
CN(C)c1ccc(-n2cccc2C=C[N+](=O)[O-])cc1,0.8,-6.096910013008056
CNC(=O)c1[nH]nc2c1CCc1cc(OC)ccc1-2,92.9,-4.031984286006359
CN(CCc1ccccc1)c1ccc([N+](=O)[O-])cn1,37.3,-4.428291168191312
CN(C)c1cccc(C(=O)NN=Cc2ccoc2)c1,127.1,-3.895854449445992
Cn1cccc1C=NNC(=O)C(O)c1ccccc1,137.2,-3.862645888629267
COc1ccc(C=NNc2ccccn2)c(OC)c1,4.7,-5.327902142064283
COc1ccc(C=NNc2ccccn2)cc1OC,104.2,-3.9821322810364945
CCOc1ccccc1NC(=O)Nc1ccccn1,0.8,-6.096910013008056
CCOc1ccccc1NC(=O)Nc1ccncc1,141.1,-3.850472986245652
C=CCNc1cc(=O)n(Cc2ccccc2)c(=O)[nH]1,115.4,-3.9377941911802874
CCOc1ncccc1C(=O)Nc1ccc(C)cn1,123.6,-3.907981529247203
CCCOc1[nH]cnc2c3cc(OC)ccc3nc1-2,1.9,-5.721246399047171
Cc1nc2ccccc2c(=O)n1NC(=O)C1CC1C,118.9,-3.9248181453813085
COc1ccccc1C(=O)Nc1nc(C)cc(C)n1,123.2,-3.9093892921715936
O=[N+]([O-])c1ccc(NC2CCCC2)c2ccncc12,11.7,-4.931814138253839
Cc1cccn2c(=O)c(C=O)c(N3CCSCC3)nc12,56.0,-4.251811972993799
COc1ccc(NC(=S)Nc2cccnc2)c(OC)c1,146.9,-3.8329782042097436
COc1cc(NC(=S)Nc2cccnc2)cc(OC)c1,0.7,-6.154901959985743
COc1ccccc1C=NNC(=S)NCc1ccco1,10.0,-5.0
CCc1ccc(C(=O)CSc2nc(N)cc(O)n2)cc1,49.1,-4.308918507877031
CCC(=O)Nc1nnc(C=Cc2ccc(OC)cc2)s1,5.5,-5.259637310505756
C=CCN=c1scc(C)n1N=Cc1ccc(O)c(O)c1,116.1,-3.935167780261426
C=CCN1C(=O)CSC1=Nc1ccc(NC(C)=O)cc1,145.2,-3.838033383635925
CC(O)CN1CC(=O)C(c2nc3ccccc3s2)=C1N,61.5,-4.211124884224583
Cc1ccc(C(=O)CSc2nc(N)cc(O)n2)cc1C,44.2,-4.354577730650908
Cc1ccc(C)c(C(=O)CSc2nc(N)cc(O)n2)c1,66.4,-4.1778319206319825
Cc1sc(NC(=O)Nc2ccccc2)c(C(N)=O)c1C,17.6,-4.7544873321858505
COC(=O)c1ccc(C=NNc2nc(C)c(C)s2)cc1,4.8,-5.318758762624412
Cc1ccc(-c2nnc(SCC(=O)NC3CC3)o2)cc1,116.8,-3.9325571572236195
Cc1ccccc1OCC(=O)Nc1nnc(C2CC2)s1,18.0,-4.7447274948966935
O=C(CSc1nnc(-c2ccccc2)o1)N1CCCC1,51.8,-4.285670240254767
O=C(CSc1ccc(-c2ccco2)nn1)N1CCCC1,130.3,-3.8850555842874153
CC(=O)N1CCN(C2=NC(=O)C(=Cc3cccs3)S2)CC1,120.4,-3.9193735130781944
Cc1cccn2cc(CCNS(=O)(=O)c3cccs3)nc12,141.9,-3.848017604542526
C=CCn1c(SCC(N)=O)nc2sc3c(c2c1=O)CCC3,120.1,-3.920456992597094
Cc1csc(NC(=O)C2CCCN2C(=O)c2cccs2)n1,137.5,-3.8616973018337184
O=C(CSc1nc(-c2ccccc2)ns1)N1CCOCC1,3.1,-5.508638306165727
Cc1ccc(C(=O)NCCNC(=O)c2ccco2)cn1,116.0,-3.9355420107730814
Cc1ccn(CCC(=O)Nc2ccc3c(c2)OCO3)n1,85.3,-4.069050968832477
COc1ccc(NC(=O)Nc2ccccn2)cc1OC,61.1,-4.213958789757446
CCCCOc1ccc(-c2ncc([N+](=O)[O-])cn2)cc1,0.7,-6.154901959985743
COc1ccc(CCNc2ccc([N+](=O)[O-])cn2)cc1,26.0,-4.585026652029182
CCc1noc(C)c1C(=O)NNC(=O)c1ccccc1,133.6,-3.874193541860473
CCn1cc(C(=O)Nc2ccccc2C(=O)OC)cn1,100.3,-3.998699066979582
CCOC(=O)c1ccc(NC(=O)c2ccnn2C)cc1,61.1,-4.213958789757446
CCOC(=O)c1[nH]cnc1C(=O)Nc1ccc(C)cc1,17.9,-4.747146969020107
CCOC(=O)c1[nH]cnc1C(=O)Nc1ccccc1C,37.7,-4.423658649794207
CC(=O)Nc1nc(C)c(Oc2ccc(C)cc2)c(O)n1,144.9,-3.8389316145288253
Cc1nn(-c2ccccc2)c(C)c1C(=O)OCC(N)=O,130.6,-3.884056823060945
Cc1ccc(NC=C2C(=O)N(C)C(=O)N(C)C2=O)cc1,22.3,-4.651695136951839
Cc1cccc(NC=C2C(=O)N(C)C(=O)N(C)C2=O)c1,36.6,-4.436518914605589
Cc1cc2c(NC(=O)CCCC(=O)O)cccc2nn1,90.4,-4.043831569524636
NC(=O)NN=Cc1c(O)ccc2oc3c(c12)CCCC3,0.7,-6.154901959985743
O=C(CCn1cccn1)Nc1ccc2c(c1)OCCO2,73.2,-4.135488918941608
O=[N+]([O-])c1cc(-n2cccc2)ccc1N1CCOCC1,115.6,-3.9370421659154897
Cc1cccc(NC(=O)Nc2ccc(S(N)(=O)=O)cc2)c1,72.4,-4.140261433802853
COc1ccc(S(=O)(=O)NN=C(C)c2ccncc2)cc1,55.7,-4.2541448048262716
Cc1ccn(S(=O)(=O)c2ccc(N3CCCC3=O)cc2)n1,56.7,-4.246416941107094
CC(C)(C)c1nnc(NC(=O)c2ccc3c(c2)OCO3)s1,3.3,-5.481486060122113
Cn1c(=O)c([N+](=O)[O-])c(N2CCSCC2)c2ccccc21,7.2,-5.142667503568732
COC(=O)c1c(NC(=O)c2ccn(C)n2)sc2c1CCC2,1.6,-5.795880017344075
CC(C(=O)Nc1nccs1)N1C(=O)C2CC=CCC2C1=O,140.2,-3.85325198636936
Cc1ccccc1NC(=O)CSc1nc(=O)cc(O)n1C,116.6,-3.9333014495770047
CC(=O)Nc1c2c(nn1-c1ccccc1C)CS(=O)(=O)C2,144.8,-3.8392314381388717
COC(=O)CSc1nnc(NC(=O)CCc2ccccc2)s1,9.2,-5.036212172654444
CCOC(=O)c1cc(C)sc1NC(=O)CSc1ncccn1,54.8,-4.261219441515631
Cc1nnc(SCC(=O)NCC2COc3ccccc3O2)s1,148.8,-3.82739706879014
COc1ccc(NC=C2C(=O)N(C)C(=O)N(C)C2=O)cc1,38.4,-4.4156687756324695
CCc1cccc(OCC(=O)Nc2cnc(O)nc2O)c1,3.1,-5.508638306165727
COc1cccc(OCCNc2ccc([N+](=O)[O-])cn2)c1,16.2,-4.790484985457369
CCOC(=O)c1[nH]cnc1C(=O)Nc1cccc(OC)c1,15.2,-4.818156412055227
CCOC(=O)c1[nH]cnc1C(=O)Nc1ccccc1OC,35.6,-4.448550002027125
CC(C)C(=O)NNC(=O)c1c(O)c2ccccc2[nH]c1=O,18.3,-4.73754891026957
Cc1ncc(CO)c(C=NNC(=O)c2ccoc2C)c1O,136.9,-3.86359655186601
Cc1ccc(OCC(=O)Nc2cnc(O)nc2O)cc1C,3.5,-5.455931955649724
COC(=O)c1cccc(Cn2nc(C)c([N+](=O)[O-])c2C)c1,121.7,-3.914709421769935
O=C(NN=Cc1ccc2c(c1)OCO2)C(=O)N1CCCC1,71.2,-4.147520006363144
CC(=O)Nc1ccc(S(=O)(=O)NN=Cc2ccc(C)o2)cc1,57.3,-4.24184537803261
Cc1ccc(S(=O)(=O)NCCc2ccncc2)cc1[N+](=O)[O-],143.8,-3.8422411139531363
CN(C)S(=O)(=O)c1cccc(COC(=O)c2cnccn2)c1,129.8,-3.8867253075356496
COc1ccc(NC(=S)NNC(=O)c2ccco2)c(OC)c1,125.4,-3.9017024635053024
CCCc1nnc(NC(=O)COc2ccc3c(c2)OCO3)s1,13.4,-4.872895201635193
COCCN1C(=O)CSC1=C(C#N)C(=O)NCc1ccco1,128.8,-3.8900841369762067
CS(=O)(=O)c1ccc(NCCc2ccccn2)c([N+](=O)[O-])c1,137.5,-3.8616973018337184
CC(C)c1nnc(NC(=O)COc2ccc3c(c2)OCO3)s1,14.0,-4.853871964321762
NS(=O)(=O)c1ccc(CCNc2ccccc2[N+](=O)[O-])cc1,9.0,-5.045757490560675
O=C(CSc1nnc(-c2ccccc2O)o1)N1CCOCC1,62.2,-4.206209615309182
CCOC(=O)c1cc(CC)sc1N=CC1C(=O)NC(=S)NC1=O,16.4,-4.785156151952302
O=C(CSc1nc2ccc([N+](=O)[O-])cc2s1)NCC1CCCO1,143.2,-3.8440569820281634
COc1cc(NC(=O)c2ccc(O)nn2)cc(OC)c1OC,129.7,-3.88706002391592
CCOC(=O)Cn1c(O)c(N=NC(=O)OC)c2ccccc21,60.9,-4.215382707367125
Cc1ccc(O)c(NC(=O)c2noc(C(C)C)c2[N+](=O)[O-])c1,132.7,-3.8771290771355646
CC1=C([N+](=O)[O-])C(c2ccc3c(c2)OCO3)N(C)C(=O)N1C,119.2,-3.923723744595782
COc1ccc(C(N)=O)c(OCC(=O)Nc2cc(C)on2)c1,36.0,-4.443697499232712
CN(C)S(=O)(=O)c1cccc(COc2cccnc2[N+](=O)[O-])c1,35.9,-4.444905551421681
CCOCc1nnc(NC(=O)COc2ccc3c(c2)OCO3)s1,56.6,-4.247183568811729
CC1SC(C)C(=O)N(CC(=O)Nc2ccc([N+](=O)[O-])cc2)C1=O,135.5,-3.8680607047895754
Cc1cc(C)c(S(=O)(=O)NN=Cc2ccc([N+](=O)[O-])o2)c(C)c1,47.4,-4.324221658325915
O=C(COc1ccc(-c2nnco2)cc1)NC1CCS(=O)(=O)C1,109.4,-3.960982678002588
O=C(Nc1ccon1)c1ccc(S(=O)(=O)N2CCOCC2)cc1,140.5,-3.8523236757589014
COc1ccc(NC(=S)Nc2cccc(C)n2)cc1,0.7,-6.154901959985743
CC(=NNC(=S)NCc1ccccc1)c1ccco1,100.6,-3.9974020192800914
Cn1ccnc1SCC(=O)N1CCc2ccccc21,142.3,-3.8467950999157154
COCCn1cc(-c2csc(N)n2)c2ccccc21,128.4,-3.8914349762671656
CCC(=O)Nc1c2c(nn1-c1ccccc1)CSC2,109.0,-3.962573502059376
CCOc1ccc(NC(=S)Nc2cccnc2)cc1,121.8,-3.9143527117031436
CCCC(=O)Nc1nnc(C=Cc2ccccc2)s1,4.0,-5.3979400086720375
CCc1ccc(C(=O)NN=C(C)c2cccnc2)s1,84.5,-4.073143291050307
COc1ccc2c(c1)c(-c1csc(N)n1)c(C)n2C,101.3,-3.9943905546397196
CNc1nc(-c2c(C)[nH]c3ccc(OC)cc23)cs1,116.3,-3.9344202852715515
CC(C)=CC(=O)Nc1nnc(-c2ccccc2C)s1,0.7,-6.154901959985743
CC(=O)Nc1c2c(nn1-c1ccc(C)cc1)CSC2,118.9,-3.9248181453813085
CC(=O)Nc1c2c(nn1-c1ccccc1C)CSC2,97.3,-4.011887159731648
O=C(Nc1nnc(Cc2ccccc2)s1)C1CCC1,21.9,-4.6595558851598815
O=C1CCCCC1Sc1nnc(Nc2ccccc2)s1,20.6,-4.686132779630847
O=C(CSc1nncs1)NC1CCCc2ccccc21,128.3,-3.8917733436250717
Cc1nc2cc(NCc3cccs3)ccc2n1C,124.0,-3.906578314837765
Cc1ccc(NC(=S)Nc2ccccn2)c(C)c1,12.0,-4.920818753952375
Cc1ccc(NC(=S)Nc2ccccn2)cc1C,1.6,-5.795880017344075
CCN(C(=S)Nc1cccnc1)c1ccccc1,141.1,-3.850472986245652
Cc1sc(N)nc1-c1c(C)n(C)c2ccccc12,146.1,-3.8353497840657034
Cc1ccc2c(c1)c(-c1csc(N)n1)c(C)n2C,52.1,-4.283162276700476
S=C(NCc1ccccc1)NNc1ccccc1,80.0,-4.096910013008056
S=C(NCCc1ccccn1)Nc1ccccc1,124.7,-3.9041335465214573
Cc1ccsc1C=NNC(=S)NCc1ccccc1,1.7,-5.769551078621726
S=C(N=c1sccn1Cc1ccccc1)NC1CC1,18.7,-4.728158393463501
S=C(NCCc1ccccc1)NN=Cc1cccs1,1.4,-5.853871964321762
CCCc1cc(Nc2ccccc2)n2ncnc2n1,137.4,-3.862013267276468
Cc1ccc(Nc2ncnc3c2cnn3C)c(C)c1,134.6,-3.8709549401120418
CC(C=Cc1ccccc1)=NNC(=O)Cn1cncn1,132.9,-3.876475019057268
COc1ccc2ccccc2c1CNc1nnnn1C,101.7,-3.9926790470772553
CCCc1nnc(O)c2c1nnn2Cc1ccccc1,108.4,-3.9649707177976317
CCOc1ccc(Nc2ncnc3c2cnn3C)cc1,110.3,-3.9574244875598095
OCCNc1ncnc2c1cnn2Cc1ccccc1,138.1,-3.859806321421369
Cc1ccc(NC(=O)C2CC(=O)n3ncnc3N2)cc1C,123.4,-3.908684840302777
Cc1cc(C)cc(NC(=O)C2CC(=O)n3ncnc3N2)c1,106.2,-3.9738754832545498
Cn1c(=O)c2c(nc(Sc3ccccc3N)n2C)n(C)c1=O,123.2,-3.9093892921715936
CCCn1c(=O)c2ccccc2n2c(SCC(N)=O)nnc12,133.9,-3.873219422987991
N#CCC(=O)Nc1ccc(C(=O)NNC(=S)NC2CC2)cc1,148.4,-3.828566099056992
Cc1[nH]c2ccccc2c1CCNC(=O)c1c(N)no[n+]1[O-],103.9,-3.9833844524428224
N#CCC(=O)NN=Cc1cc([N+](=O)[O-])ccc1N1CCCC1,11.3,-4.94692155651658
O=C(Cc1nnc(O)nc1O)NN=CCCc1ccccc1,101.9,-3.9918258159935736
COc1ccccc1-n1nnnc1SCC(=O)N1CCCC1=O,85.5,-4.068033885271827
CCOc1ccc2[nH]c(SCC(=O)Nc3nonc3C)nc2c1,6.6,-5.180456064458132
COCCn1c(O)nc2cc(C(=O)Nc3nnc(C)s3)ccc21,63.0,-4.200659450546418
CSc1nc(NNC=O)cc(Oc2ccc(NC(C)=O)cc2)n1,145.5,-3.837137006678074
COc1cccc(C=NNC(=O)Cn2nc([N+](=O)[O-])cc2C)c1,58.3,-4.234331445240986
N#CCC(=O)NN=Cc1cc([N+](=O)[O-])ccc1N1CCOCC1,61.8,-4.209011524911184
COc1cc([N+](=O)[O-])cc(C=NNC(=O)Cn2nccc2C)c1O,125.7,-3.9006647223140423
COC(=O)c1ccc(C(=O)OC)c(NC(=O)CSc2n[nH]c(N)n2)c1,47.9,-4.319664486585436
CCCSc1nc2c(cnn2-c2ccccc2)c(=O)n1N,118.8,-3.925183559354825
Cc1ccc(OCCSc2nc3[nH]cnc(N)c-3n2)cc1,12.6,-4.8996294548824375
Cc1cccc(OCCSc2nc3[nH]cnc(N)c-3n2)c1,5.0,-5.301029995663981
CCc1nnc(NC(=O)CSc2nc(C)cc(C)c2C#N)s1,2.7,-5.568636235841013
CC1CCc2c(sc(NC(=O)CSc3nc[nH]n3)c2C#N)C1,3.3,-5.481486060122113
Cc1ccc(-n2c(S)nnc2-c2cn(C)nc2C)cc1,113.9,-3.9434762759208994
C=CCn1c(S)nnc1-c1sc2nc(C)cc(C)c2c1N,8.2,-5.086186147616283
Cc1cc(C)nc(Nc2n[nH]c(-c3ccccc3N)n2)n1,18.5,-4.732828271596986
NC(=S)NN=C1CC(n2nnnc2-c2ccccc2)C2COC1O2,11.0,-4.958607314841775
CC1(C)NC(=O)N(CC(=O)Nc2ccc(-n3cnnn3)cc2)C1=O,117.2,-3.931072388317928
COc1ccccc1C(=O)NCC(=O)NNc1ncnc(N)c1[N+](=O)[O-],16.9,-4.772113295386326
CC(C)c1c(C(=O)NN=Cc2ccncc2)nnn1-c1nonc1N,15.8,-4.801342913045577
Nc1ccc(OCCc2ccccc2)cc1,132.7,-3.8771290771355646
Cc1ccc(C(=O)NCc2ccco2)c(C)c1,146.5,-3.8341623753098717
COc1ccc(OC)c2nc3c(cc12)CCC3,126.5,-3.8979094744881633
CCOC(=O)c1nc2ccccc2c(C)c1C,95.2,-4.021363051615526
CC(C)CN=CC1=C(O)c2ccccc2C1=O,128.7,-3.8904214530956134
O=C1c2ccccc2C(=O)N1C1CCCCC1,5.7,-5.2441251443275085
O=C(ON=C1CCCc2ccccc21)C1CC1,123.4,-3.908684840302777
COc1ccccc1CNC(=O)c1sccc1C,101.8,-3.99225222199926
Cc1ccc(S(=O)(=O)NCc2ccccc2)cc1,99.1,-4.003926345514724
CNCc1ccccc1Sc1ccc(O)c(O)c1,83.9,-4.0762380391713
COc1ccc(CNC(=O)Cc2cccs2)cc1,102.9,-3.987584625237567
COc1ccc(CCNC(=O)c2cccs2)cc1,148.1,-3.8294449414787914
CCOc1ccccc1NC(=O)Cc1cccs1,128.6,-3.890759031411797
CCc1cc(C(=O)c2ccc(OC)cc2)c(N)s1,80.0,-4.096910013008056
CCOC(=O)c1sc(=S)n(Cc2ccccc2)c1C,11.6,-4.935542010773082
Cc1ccsc1C=C1SC(=S)N(CC2CCCO2)C1=O,2.2,-5.657577319177793
C=CCN1C(=O)C2(OCCCO2)c2ccccc21,149.6,-3.8250684064715577
CCOC(=O)c1c(C=O)c2ccccc2n1CC,12.6,-4.8996294548824375
CCCOc1ccccc1C=C1C(=O)ON=C1C,95.0,-4.022276394711152
CC(=O)c1c(O)c2ccccc2n(C(C)C)c1=O,121.1,-3.9168558568569476
O=C(O)c1cccc2c1C(=O)N(C1CCCC1)C2,138.6,-3.858236769724212
COc1nc(C)cc(C)c1S(=O)(=O)c1ccccc1,148.9,-3.827105302247824
COc1ccc(OC)c(NC(=O)Cc2cccs2)c1,109.6,-3.9601894458516496
COC(=O)C1=C(NC(=O)c2ccccc2C)CCS1,36.1,-4.442492798094342
O=S(=O)(c1ccc2ccccc2c1)N1CCOCC1,72.8,-4.137868620686963
CCOc1ccc(C=C2SC(=S)N(C)C2=O)cc1OC,2.3,-5.638272163982407
CCOC(=O)c1sc(=S)n(-c2ccc(OC)cc2)c1C,58.5,-4.23284413391782
COc1ccccc1OCCNC(=O)c1ccco1,127.8,-3.8934691461776185
CCOC(=O)C(C#N)=Cc1ccc(OC)c(OC)c1,9.2,-5.036212172654444
COCC(=O)OCc1cc2cccc(C)c2[nH]c1=O,148.9,-3.827105302247824
O=C(O)C1C2C=CC(C2)C1C(=O)NCc1ccco1,138.6,-3.858236769724212
O=Cc1ccc(C(=O)OCC(=O)N2CCCC2)cc1,138.9,-3.8572977542623845
CCOC(=O)c1csc(COc2ccc(OC)cc2)n1,38.5,-4.414539270491499
CCc1cc(C(=O)OC)c(NC(=O)c2ccoc2C)s1,2.0,-5.698970004336019
COC(=O)c1c(NC(=O)c2ccoc2C)sc(C)c1C,2.0,-5.698970004336019
COc1ccc(-c2nc(C)sc2CC(=O)O)cc1OC,143.2,-3.8440569820281634
O=S(=O)([O-])CCC[n+]1ccc(Oc2ccccc2)cc1,71.6,-4.145086977692144
COC(=O)c1ccc(CN(C)S(=O)(=O)c2cccs2)cc1,8.0,-5.096910013008056
COC(=O)c1scc(C)c1S(=O)(=O)Nc1ccc(C)cc1,20.0,-4.698970004336019
Cc1ccccc1NC(=O)COC(=O)C1=COCCO1,111.6,-3.95233580539844
CCOC(=O)C1=C(Nc2ccc(OC)cc2)OCC1=O,142.5,-3.846185135655471
CC1C(=O)C(C)(C)C(=O)OC1c1ccc([N+](=O)[O-])cc1,44.7,-4.349692476868063
COc1cc(C=C2N=C(C)OC2=O)cc(OC)c1OC,91.2,-4.0400051616715835
O=C(O)C1CCN(C(=O)c2ccc3c(c2)OCO3)CC1,130.6,-3.884056823060945
O=C(C=Cc1cccc([N+](=O)[O-])c1)OCC1CCCO1,124.1,-3.90622821850127
CCOC(=O)C(C)Oc1c(C(=O)OC)sc2ncccc12,123.5,-3.9083330424043154
COc1cc(C(=O)N2C(=O)CCC2=O)cc(OC)c1OC,120.7,-3.918292729902651
CC(C)=CC(=O)OCc1cc([N+](=O)[O-])cc2c1OCOC2,11.3,-4.94692155651658
COc1ccc(C2OCC3(CO2)SC(=O)NC3=O)cc1OC,137.7,-3.8610660597430764
Cc1ccc(CNC(=O)c2sccc2C)cc1,123.1,-3.909741947068684
Cc1ccc(CNC(=O)c2ccc(C)s2)cc1,78.3,-4.106238237942057
Cc1ccc(C)c(SCC(=O)c2ccc[nH]2)c1,121.9,-3.9139962943816182
Cc1ccc(C(C)NC(=O)c2cccs2)cc1,84.4,-4.073657553374345
Cc1ccc(NCCC(=O)c2cccs2)cc1,73.0,-4.136677139879544
CC1(C)CC2=Nc3ccccc3SC2=C(O)C1,12.2,-4.913640169325252
Cc1ccc2[nH]c3c(c2c1)SC(C)(C)CC3=O,3.3,-5.481486060122113
Cc1ccc2c3c([nH]c2c1)C(=O)CC(C)(C)S3,2.0,-5.698970004336019
Cc1cccc2c3c([nH]c12)C(=O)CC(C)(C)S3,2.0,-5.698970004336019
O=S(=O)(c1c(Cl)cc(Br)cc1Cl)N1CCN(C(=S)NC2CC2)CC1,11.2,-4.950781977329818
O=C(COc1ccc(Cl)cc1Br)NC(=O)NC1CCCC1,17.0,-4.769551078621726
CCN(CC)c1ccc(Nc2nc(Cl)ncc2Br)cc1,36.0,-4.443697499232712
O=C(NC(=S)Nc1ccc(Br)cc1F)C1CCCCC1,2.5,-5.6020599913279625
CC(C)c1ccc(CNc2ncc(Br)cn2)cc1,1.3,-5.886056647693163
O=C(c1ccc(Br)cc1)C12CN3CN(CN(C3)C1)C2,149.9,-3.8241983671517206
N#CCN1CCN(CC(=O)c2ccc(Br)cc2)CC1,146.8,-3.833273944419948
O=C(Cc1ccc(Br)cc1)NCCCn1ccnc1,149.9,-3.8241983671517206
CC(C)(C)c1csc(NNC(=O)c2ccc(Br)cc2)n1,9.3,-5.031517051446065
CC(NC(=O)CSc1nnnn1C1CC1)c1ccccc1Br,128.4,-3.8914349762671656
CC(=O)N1c2ccccc2C(CBr)=CC1(C)C,108.1,-3.96617430604669
CCOC(=O)c1c(C)n(C)c2cc(Br)c(OC)cc12,2.1,-5.6777807052660805
CC(C)N1C(=O)C2(OCCCO2)c2cc(Br)ccc21,143.8,-3.8422411139531363
O=C(COC(=O)c1ccc(Br)cc1)NC1CCCC1,16.6,-4.779891911959945
O=C(COC(=O)c1ccccc1Br)NC1CCCC1,149.9,-3.8241983671517206
O=C(O)C1CCN(C(=O)COc2ccc(Br)cc2)CC1,149.9,-3.8241983671517206
O=C(COC(=O)c1cccc(Br)c1)NCC1CCCO1,149.9,-3.8241983671517206
O=C(COC(=O)c1ccc(Br)cc1)NCC1CCCO1,149.9,-3.8241983671517206
O=C(Cc1ccc(Br)cc1)OCC(=O)N1CCOCC1,149.9,-3.8241983671517206
O=C(COC(=O)c1ccccc1Br)NCC1CCCO1,149.9,-3.8241983671517206
O=C(COc1ccc(Br)cc1)OCC(=O)N1CCOCC1,149.9,-3.8241983671517206
