SMILES,Kinetic solubility in PBS (uM),logS
Cc1ccnn1CC(=O)NN=Cc1c[nH]nc1-c1ccc(F)cc1,69.3,-4.159266765388193
Cc1ccc(NC(=O)CSc2nnc(-c3ccccn3)n2N)cc1F,0.8,-6.096910013008056
Cc1cc(C)nc(Nc2cccc3ccccc23)n1,75.0,-4.1249387366083
Cc1cc2nc(-c3ccc4c(c3)CCC4)ccn2n1,71.4,-4.146301788223826
Cc1nnc(NCc2ccccc2)c2ccccc12,76.2,-4.1180450286604
Cc1nn(-c2ccccc2)c(N)c1-c1ccccc1,127.2,-3.895512888687605
Cc1cccc(-c2cc(N)n(-c3ccccc3)n2)c1,101.5,-3.9935339577507682
Cc1ccc(-c2cnn(-c3ccccc3)c2N)cc1,12.0,-4.920818753952375
Cc1ccc(-c2n[nH]c(Cc3ccccc3)n2)cc1,61.4,-4.211831628858833
Cn1cc(C=NNc2ccccc2)c2ccccc21,26.9,-4.570247719997592
Nc1cc(-c2ccccc2)nn1Cc1ccccc1,103.9,-3.9833844524428224
Cc1[nH]c2ccc(C(=O)Nc3ccncc3)cc2c1C,130.8,-3.8833922560117515
Cc1[nH]c2ccccc2c1C=C(C#N)C(=O)NC1CC1,25.6,-4.591760034688151
Cc1cc(C)cc(C(=O)Nc2nc3ccccc3[nH]2)c1,5.3,-5.275724130399211
Cc1cc(C)cc(Nc2nc(O)c3ccccc3n2)c1,0.8,-6.096910013008056
COc1ccc2c(c1)CCc1cn3nc(C)cc3nc1-2,82.5,-4.0835460514500745
Cc1ccc(C)c(C(=O)Nc2nc3ccccc3[nH]2)c1,1.5,-5.823908740944319
Cc1ccc(Nc2nc(O)c3ccccc3n2)cc1C,1.5,-5.823908740944319
Cc1ccc2[nH]c(O)c(N=Nc3ccccc3C)c2c1,4.5,-5.346787486224656
COc1ccc(Nc2nnc(C)c3ccccc23)cc1,113.8,-3.943857737940948
COc1ccc(N=Nc2c(C)[nH]c3ccccc23)cc1,2.3,-5.638272163982407
CC(=O)Nc1ccc2c(c1)ncn2-c1ccc(C)cc1,146.2,-3.8350526273781584
Cc1cccc(NC(=O)C(C#N)=Cc2ccc[nH]2)c1C,7.9,-5.102372908709558
Cc1ccc(C)c(NC(=O)C(C#N)=Cc2ccc[nH]2)c1,13.9,-4.856985199745905
Cc1cccc(NC(=O)c2cnn3ccccc23)c1C,108.9,-3.962972120244225
Cc1ccccc1N=Nc1c(O)n(C)c2ccccc12,26.4,-4.578396073130169
CC(=O)Nc1c(-c2ccccc2)nc2cc(C)ccn12,110.8,-3.955460239607589
CC(C=NNC(=O)c1ccccn1)=Cc1ccccc1,130.0,-3.886056647693163
CC1(C)CC(=O)c2cnc3nc4ccccc4n3c2C1,100.3,-3.998699066979582
CNc1nc2ccccc2n1CC(=O)c1ccccc1,149.9,-3.8241983671517206
Cn1c(=N)n(CC(=O)c2ccccc2)c2ccccc21,149.9,-3.8241983671517206
CN(C)c1ccc(-c2nc(O)c3ccccc3n2)cc1,7.2,-5.142667503568732
CCc1ccc(C(=O)Nc2nc3ccccc3[nH]2)cc1,1.9,-5.721246399047171
CCn1c(NC(=O)c2ccccc2)nc2ccccc21,11.3,-4.94692155651658
CCn1c(N=Cc2ccccc2O)nc2ccccc21,139.1,-3.856672870007954
c1ccc(CCCc2nc(-c3cccnc3)no2)cc1,115.0,-3.939302159646388
COc1ccc(-c2c(C#N)c(N)nc3c2CCC3)cc1,1.1,-5.958607314841775
COc1ccc(-c2cc(C3CC3)nc(N)c2C#N)cc1,6.4,-5.1938200260161125
COc1ccccc1-c1c(C#N)c(N)nc2c1CCC2,18.8,-4.72584215073632
C=CCc1c(C)nc2cc(-c3ccccc3)nn2c1O,12.8,-4.892790030352131
N#Cc1c(-c2ccccc2)ccnc1N1CCOCC1,66.3,-4.178486471595227
CC(C)C(=O)Nc1cccc(-c2nc3ncccc3o2)c1,133.3,-3.8751698505861407
CC(C)C(=O)Nc1ccc(-c2nc3ncccc3o2)cc1,78.9,-4.102922996790579
COc1ccc(-c2cc3ncc(C(C)=O)c(C)n3n2)cc1,0.7,-6.154901959985743
COc1ccc2[nH]c(C(=O)Nc3cccc(C)n3)cc2c1,6.8,-5.167491087293763
COC(=O)c1cc(C)nc2c1c(C)nn2-c1ccccc1,5.3,-5.275724130399211
CC(=O)NN1C(=O)c2ccccc2NC1c1ccccc1,115.9,-3.935916564036404
COc1ccc(N(C(C)=O)c2nc3ccccc3[nH]2)cc1,135.8,-3.867100230055517
Cc1ccccc1OCC(=O)Nc1ccc2[nH]ncc2c1,24.9,-4.603800652904264
COc1ccc(NC(=O)n2ncc3c(C)cccc32)cc1,7.1,-5.1487416512809245
COc1cccc(NC(=O)n2ncc3c(C)cccc32)c1,3.2,-5.494850021680094
Cc1cc(C)cc(OCc2nc(-c3cccnc3)no2)c1,47.3,-4.325138859262188
Cc1cc(C)c(C#N)c(OCC(=O)Nc2ccccc2)n1,112.7,-3.9480760839538935
COc1cccc2c(NN=Cc3ccco3)cc(C)nc12,132.2,-3.8787685448503786
CC1=NN(c2ccc([N+](=O)[O-])cc2)C(c2ccccc2)C1,3.2,-5.494850021680094
COc1cccc(C=Nc2nc3ccccc3n2C)c1O,82.1,-4.085656842880559
COc1ccc(C=Nc2nc3ccccc3n2C)c(O)c1,47.6,-4.3223930472795065
COc1ccc(O)c(C=Nc2nc3ccccc3n2C)c1,53.3,-4.273272790973428
Cn1c(C(=O)NN)cc2cc(Oc3ccccc3)ccc21,25.6,-4.591760034688151
COc1ccccc1NC(=O)C(C#N)=Cc1cccn1C,2.1,-5.6777807052660805
CCOc1ccccc1C=NNc1nc2ccccc2o1,0.7,-6.154901959985743
CCOc1cccc(C(=O)Nc2ccc3[nH]ncc3c2)c1,19.2,-4.716698771296451
CCOc1ccc(C(=O)Nc2ccc3[nH]ncc3c2)cc1,2.5,-5.6020599913279625
CCCC(=O)Nc1ccc(-c2nc3ncccc3o2)cc1,7.5,-5.1249387366083
COc1ccccc1NCc1nnc(-c2ccccc2)o1,146.1,-3.8353497840657034
COc1ccc(NCc2nnc(-c3ccccc3)o2)cc1,115.9,-3.935916564036404
COc1cccc(CC(=O)Nc2nc3ccccc3[nH]2)c1,7.8,-5.107905397309519
COc1cccc(CNC(=O)c2[nH]nc3ccccc23)c1,10.7,-4.97061622231479
COc1ccc(CC(=O)Nc2nc3ccccc3[nH]2)cc1,2.5,-5.6020599913279625
COc1ccccc1C=CC=NNC(=O)c1ccccn1,109.5,-3.9605858808238628
COc1ccccc1CC(=O)Nc1ccc2[nH]ncc2c1,93.5,-4.029188389127482
COc1ccccc1NC(=O)Nc1ccc(CC#N)cc1,5.0,-5.301029995663981
CCOC(=O)c1cc2nc(-c3ccccc3)cc(C)n2n1,122.3,-3.9125735429637145
CC(=O)c1c(C)[nH]c(C(=O)Nc2cccc(C#N)c2)c1C,38.4,-4.4156687756324695
Cc1ccc(C(=O)Nc2ccc3[nH]c(O)nc3c2)c(C)c1,13.9,-4.856985199745905
Cc1ccc(O)c(C(=O)c2cnc3c(c2)c(C)nn3C)c1,8.2,-5.086186147616283
NNC(=O)c1c[nH]c2ccc(OCc3ccccc3)cc12,28.1,-4.55129368009492
O=C(Nc1ccc(NC(=O)C2CC2)cn1)c1ccccc1,147.9,-3.8300318260031077
CC(=O)NCCC(=O)Nc1nc2c(ccc3ccccc32)s1,5.4,-5.267606240177032
CC1=C(C(=O)Nc2ccccc2)C(c2cccs2)NC(=O)N1,131.8,-3.880084589742009
CC1Sc2ccc(C(=O)NCc3ccccn3)cc2NC1=O,145.5,-3.837137006678074
Cc1ccc(-c2nc(CNC(=O)c3cc(C)on3)cs2)cc1,113.0,-3.9469215565165805
Cc1ccc(N2C(=O)CC(Sc3ncccn3)C2=O)cc1C,88.4,-4.053547734986926
Cc1cc(NC(=O)CSc2cc(C)c3ccccc3n2)no1,7.0,-5.154901959985743
Cc1ccccc1NC1=NCC(c2ccc([N+](=O)[O-])cc2)S1,33.5,-4.474955192963154
Cc1cccc(CC2SC(NN=Cc3ccco3)=NC2=O)c1,6.7,-5.173925197299173
Cc1ccc(CC2SC(NN=Cc3ccco3)=NC2=O)cc1,0.6,-6.221848749616356
Cc1ccccc1CC1SC(NN=Cc2ccco2)=NC1=O,0.6,-6.221848749616356
Cc1cccc(C(=O)NNC(=S)NC(=O)c2ccccc2)c1,90.3,-4.044312249686494
Cc1ccc(C(=O)NC(=S)NNC(=O)c2ccccc2)cc1,67.7,-4.169411331314856
Cc1ccc(C(=O)NNC(=S)NC(=O)c2ccccc2)cc1,90.3,-4.044312249686494
CC(=NNS(=O)(=O)c1ccccc1)c1c[nH]c2ccccc12,17.2,-4.764471553092451
Cc1[nH]c2ccccc2c1C=NNS(=O)(=O)c1ccccc1,12.1,-4.91721462968355
CC1SC(=NN=Cc2ccco2)N(Cc2ccccc2)C1=O,36.4,-4.438898616350944
Cc1ccccc1CN1C(=O)CSC1=NN=Cc1ccco1,51.1,-4.291579099865287
Cc1ccc(S(=O)(=O)NN=Cc2c[nH]c3ccccc23)cc1,36.4,-4.438898616350944
Cc1ccc(C=NN(C)C2=NS(=O)(=O)c3ccccc32)cc1,0.6,-6.221848749616356
Cc1ccccc1NS(=O)(=O)c1ccc(-n2cccn2)cc1,0.6,-6.221848749616356
CN(C)C(=O)COc1ncnc2sc(-c3ccccc3)cc12,44.4,-4.35261702988538
Cn1nc(-c2ccccc2)cc1NS(=O)(=O)c1ccccc1,137.9,-3.86043573382415
CCC(c1ccccc1)c1nnc(NC(=O)c2ccco2)s1,0.6,-6.221848749616356
CCc1nnc(NC(=O)COc2ccc3ccccc3c2)s1,3.8,-5.42021640338319
CCN(C(=O)COc1ncnc2sccc12)c1ccccc1,135.6,-3.8677403104689554
COc1ccc(Nc2nc(-c3cccnc3)cs2)c(OC)c1,83.9,-4.0762380391713
COc1ccc(-c2csc(Nc3ccccn3)n2)cc1OC,17.6,-4.7544873321858505
COc1ccc2nc(SCC(=O)NC3CC3)c(C#N)cc2c1,2.6,-5.585026652029182
COc1ccccc1C=CC(=O)NC(=S)Nc1ccccn1,4.1,-5.3872161432802645
COc1ccc(C=CC(=O)NC(=S)Nc2ccccn2)cc1,5.7,-5.2441251443275085
CCc1noc(C)c1C(=O)Nc1nc(-c2ccccc2)cs1,16.0,-4.795880017344075
CCOc1ncccc1C(=O)Nc1ccc2nc(C)sc2c1,13.4,-4.872895201635193
Cc1[nH]c2ccccc2c1C(=O)CSc1nnc(C2CC2)o1,7.0,-5.154901959985743
Cc1ccc(-c2csc(NC(=O)c3c(C)noc3C)n2)cc1,20.4,-4.690369832574102
Cc1ccnc(NC(=O)c2ccc3c(c2)NC(=O)C(C)S3)c1,21.1,-4.675717544702307
NS(=O)(=O)c1ccc(CNc2ccc3ccccc3n2)cc1,40.8,-4.38933983691012
O=C1CC(c2cccs2)Cc2nc(NC(=O)C3CC3)ncc21,145.2,-3.838033383635925
O=C(NC1CCCC1)c1cc2c(=O)n3ccccc3nc2s1,35.7,-4.447331783887806
O=C(O)c1ccc(C=NNC(=S)NCc2ccccc2)cc1,145.8,-3.836242476018044
O=C(C=Cc1ccccc1)NCC(=O)NN=Cc1cccs1,7.7,-5.113509274827518
O=C1NC(=O)C2C1C(c1cccs1)NN2Cc1ccccc1,119.0,-3.9244530386074694
O=[N+]([O-])c1cccc(NC(=S)N2CCc3ccccc3C2)c1,4.1,-5.3872161432802645
O=S(=O)(NCc1ccccc1)c1ccc(-n2cccn2)cc1,30.6,-4.51427857351842
COc1ccc(NC(=O)CSc2ncnc3sc(C)cc23)cc1,3.5,-5.455931955649724
Cc1cc2c(=O)n(C)c(SCC(=O)Nc3ccccc3)nc2s1,1.2,-5.920818753952375
CCc1cc2c(=O)n(-c3ccccc3)c(SCC(N)=O)nc2s1,8.1,-5.0915149811213505
COc1ccc(CNC(=O)CSc2nc3cccnc3s2)cc1,105.1,-3.978397283971758
COc1ccc(CN2C(=O)CSC2=NN=Cc2cccs2)cc1,0.6,-6.221848749616356
CNC(=O)c1c(NC(=O)c2ccc3ncsc3c2)sc(C)c1C,5.8,-5.236572006437063
Cc1ccccc1NC(=O)CSc1nc(O)c2c(C)csc2n1,4.1,-5.3872161432802645
O=S(=O)(NCCc1ccccn1)c1ccc(-c2ccccn2)s1,88.6,-4.052566278112949
CC(=O)NN1C(=O)c2ccccc2NC1c1ccccc1O,124.8,-3.9037854146535946
Cc1ccc(-c2noc(CNC(=O)c3ccoc3C)n2)cc1,109.7,-3.9597933724252887
Cc1cccc(-c2noc(C(C)NC(=O)c3ccco3)n2)c1,110.7,-3.955852379121277
Cc1ccccc1-c1noc(C(C)NC(=O)c2ccco2)n1,126.1,-3.8992849134269183
CC(O)c1nc2cc([N+](=O)[O-])ccc2n1Cc1ccccc1,23.2,-4.634512015109101
Cc1occc1C(=O)N(C)Cc1nc(-c2ccccc2)no1,137.6,-3.8613815661005075
Cc1c(NC(=O)c2ccco2)c(=O)n(-c2ccccc2)n1C,90.1,-4.045275209020937
Cc1ccc(C(=O)Oc2ccc(C=NNC(N)=O)cc2)cc1,1.0,-6.0
Cc1ccc([N+](=O)[O-])c(OCCn2cnc3ccccc32)c1,39.0,-4.4089353929735005
CNC(=O)C(C#N)=Cc1cn(CC(=O)OC)c2ccccc12,26.2,-4.581698708680254
COc1ccc(Cc2nc(-c3cccnc3)no2)cc1OC,137.9,-3.86043573382415
COc1ccc(NC(=O)c2ccc3[nH]cnc3c2)c(OC)c1,144.3,-3.840733668906506
COc1ccc(NC(=O)C(C#N)=Cc2ccc[nH]2)c(OC)c1,1.0,-6.0
COc1ccc(C(=O)n2c(N)nc3ccccc32)cc1OC,32.7,-4.485452247339714
COc1cccc(C(=O)Nc2ccc3[nH]ncc3c2)c1OC,103.9,-3.9833844524428224
COc1ccc(C(=O)Nc2ccc3[nH]ncc3c2)cc1OC,3.7,-5.431798275933005
COc1cccc(C=CC(=O)NNC(=O)c2ccncc2)c1,132.2,-3.8787685448503786
CCOC(=O)c1cn2nc(Oc3ccc(C)cc3)ccc2n1,111.3,-3.9535048356652918
CCOC(=O)c1c(C)c2c(O)ncnc2n1-c1ccccc1,7.4,-5.130768280269024
COc1ccc(O)c(C(=O)c2cnc3c(c2)c(C)nn3C)c1,126.8,-3.8968807464542863
NC(=O)c1ccc(Nc2ccc3c(c2)CCC3)c([N+](=O)[O-])c1,8.7,-5.060480747381382
O=C(O)CCC(=NNC(=O)c1ccncc1)c1ccccc1,101.9,-3.9918258159935736
O=C(C=Cc1ccccc1)NCC(=O)NN=Cc1ccco1,13.5,-4.869666231504994
O=C(CCc1ccccc1)NN=Cc1cccc([N+](=O)[O-])c1,31.3,-4.504455662453552
O=C(Nc1cccc([N+](=O)[O-])c1)N1CCCc2ccccc21,116.4,-3.93404701968613
O=C(Nc1ccc([N+](=O)[O-])cc1)N1CCc2ccccc2C1,74.0,-4.130768280269024
O=C(Nc1cccc([N+](=O)[O-])c1)N1CCc2ccccc2C1,96.2,-4.016824927962187
Cc1ccc(-c2csc(NC(=O)CN3C(=O)CCC3=O)n2)cc1,1.5,-5.823908740944319
Cc1ccc(NC(=O)CCn2c(=O)[nH]c3ccsc3c2=O)cc1,24.9,-4.603800652904264
Cc1cccc2sc(NC(=O)CCNC(=O)c3ccco3)nc12,17.0,-4.769551078621726
Cc1ccc(C(=O)NC(=S)NNC(=O)c2ccccc2O)cc1,2.1,-5.6777807052660805
Cc1ccc(C)c(S(=O)(=O)N=Nc2c(O)[nH]c3ccccc23)c1,64.7,-4.189095719331299
COc1nnc(-c2ccc(C)c(S(N)(=O)=O)c2)c2ccccc12,2.7,-5.568636235841013
CC(=O)Nc1ccc(NC(=S)NC(=O)C=Cc2ccco2)cc1,98.1,-4.008330992620052
Cc1ccc(C=NNC(=O)CN2C(=O)CSc3ccccc32)o1,3.6,-5.443697499232713
COCc1cc(C)nc(SCc2ccc([N+](=O)[O-])cc2)c1C#N,15.8,-4.801342913045577
CN(C)c1ccc(C(=O)OCc2cc(=O)n3ccsc3n2)cc1,11.5,-4.939302159646388
COc1ccc(C=NN(C)C2=NS(=O)(=O)c3ccccc32)cc1,0.6,-6.221848749616356
COC(=O)c1ccc(CSc2nnc(-c3ccccc3)n2C)o1,101.7,-3.9926790470772553
CCc1ccc(NC(=O)CSc2nnc(-c3ccco3)o2)cc1,18.5,-4.732828271596986
CCOC(=O)c1cccc(NC(=S)NC(=O)c2cccnc2)c1,24.6,-4.609064892896621
COc1ccc2nc(NC(=O)Nc3ccccc3OC)sc2c1,4.3,-5.366531544420414
COc1ccc(OCC(=O)NNc2nc3ccccc3s2)cc1,12.4,-4.906578314837765
COc1cccc2sc(NNC(=O)COc3ccccc3)nc12,0.9,-6.045757490560675
COc1ccc(C(=O)CSc2nc3ccc[nH]c-3n2)cc1OC,40.7,-4.39040559077478
COc1ccc(C(=O)NNC(=S)NC(=O)c2ccccc2)cc1,111.7,-3.951946826884391
C=CCN=C1SC(=Cc2cccc([N+](=O)[O-])c2)C(=O)N1CC=C,4.6,-5.337242168318426
C=CCN=C1SC(=Cc2ccc([N+](=O)[O-])cc2)C(=O)N1CC=C,0.6,-6.221848749616356
C=CCOC(=O)Cn1cnc2c(sc3nc(C)cc(C)c32)c1=O,9.7,-5.013228265733755
Cc1sc2nc(C)n(N=Cc3ccc(O)cc3O)c(=O)c2c1C,3.3,-5.481486060122113
O=C(COc1ccccc1)NNC(=S)NC(=O)c1ccccc1,113.9,-3.9434762759208994
O=C(CSc1nnc(-c2ccco2)o1)NCCc1ccccc1,116.6,-3.9333014495770047
CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc3nc(C)sc3c2)cc1,40.4,-4.393618634889395
CC1(C)Cc2nc3sc4c(SCC(=O)O)ncnc4c3cc2CO1,147.2,-3.83209218999852
COc1ccc(Cc2nnc(NS(=O)(=O)c3ccccc3)s2)cc1,102.9,-3.987584625237567
COc1ccc(-c2noc(CNC(=O)c3ccoc3C)n2)cc1,120.6,-3.9186526921958675
Cc1ccc(NC(=O)CNC(=O)c2ccc3c(c2)OCO3)nc1,65.4,-4.184422251675732
Cc1ccnc(NC(=O)CNC(=O)c2ccc3c(c2)OCO3)c1,71.2,-4.147520006363144
COc1cc(C=NNC(=O)c2ccncc2)ccc1OC(C)=O,148.7,-3.827689031478046
Cc1cc(C(=O)NN=CC=Cc2ccccc2[N+](=O)[O-])c(C)o1,8.0,-5.096910013008056
Cc1ccc(OCC(=O)N2CCc3ccccc32)c([N+](=O)[O-])n1,3.2,-5.494850021680094
Cn1c(=O)n(CCOc2ccc([N+](=O)[O-])cc2)c2ccccc21,3.5,-5.455931955649724
CN(C)N=Cc1ccc(OC(=O)c2cccc([N+](=O)[O-])c2)cc1,1.3,-5.886056647693163
Cn1cccc1C(=O)OCC(=O)N1CC(=O)Nc2ccccc21,143.9,-3.841939206063395
COc1ccc(-c2noc(CN(C)C(=O)c3ccco3)n2)cc1,136.3,-3.8655041441653264
COc1ccc(O)c(C(=O)c2cnc3c(c2)CN(C)C(=O)N3)c1,25.5,-4.5934598195660445
CCn1c(=O)c([N+](=O)[O-])c(NCc2ccco2)c2ccccc21,1.9,-5.721246399047171
COc1cccc(C(=O)Nc2ccc3[nH]c(O)nc3c2)c1OC,88.4,-4.053547734986926
CCOc1cc(C=C2C(=N)N3OC(C)=CC3=NC2=O)ccc1O,38.0,-4.42021640338319
CCOC(=O)c1cn2nc(Oc3ccc(OC)cc3)ccc2n1,148.7,-3.827689031478046
COc1ccc2ccccc2c1C1NC(=O)NC(C)=C1[N+](=O)[O-],6.7,-5.173925197299173
CC(=O)c1cccc(NC(=O)C2=CN3CCS(=O)(=O)N=C3C=C2)c1,139.3,-3.8560488835760367
Cc1ccc(NC(=O)CCS(=O)(=O)c2cccc3nonc23)cc1,52.4,-4.280668713016273
COc1ccc(-c2nnc(N(C)C(=O)c3ccco3)s2)cc1OC,1.2,-5.920818753952375
COc1cccc(C=NN(C)C2=NS(=O)(=O)c3ccccc32)c1O,3.5,-5.455931955649724
CN(NC(=O)COc1ccccc1)C1=NS(=O)(=O)c2ccccc21,33.3,-4.47755576649368
COc1ccccc1NC(=O)CCSc1nnc(-c2ccco2)o1,109.4,-3.960982678002588
COc1ccc(OC)c(-n2c(S)nnc2-c2ccc(O)cc2O)c1,141.6,-3.84893674664625
COc1ccc(C(=O)CSc2nnc(O)n2Cc2ccco2)cc1,31.0,-4.508638306165727
COc1ccc(OC)c(C=NNC2=NS(=O)(=O)c3ccccc32)c1,40.2,-4.39577394691553
COc1ccc(C=NNC2=NS(=O)(=O)c3ccccc32)cc1OC,46.9,-4.328827157284917
COc1ccc(-c2csc(NC(=O)CN3C(=O)CCC3=O)n2)cc1,33.9,-4.4698003017969175
COc1ccc(C(=O)NC(=S)NNC(=O)c2ccccc2O)cc1,2.6,-5.585026652029182
C=CCN1C(=O)C(=CC(=O)OC)SC1=NNC(=O)c1ccccc1,10.7,-4.97061622231479
Cc1cccc(S(=O)(=O)Nc2ccc(S(=O)(=O)Nc3nccs3)cc2)c1,149.9,-3.8241983671517206
CC(NC(=O)Nc1cccc([N+](=O)[O-])c1)c1ccc2c(c1)OCO2,6.7,-5.173925197299173
COc1ccc(C(=N)NOC(=O)c2cccc([N+](=O)[O-])c2C)cc1,3.3,-5.481486060122113
Cc1cccc(OCC(=O)NNC(=O)c2ccc([N+](=O)[O-])cc2)c1,7.6,-5.119186407719209
CC1(C)Oc2ccc3ccc(=O)oc3c2C(C=NNC(N)=O)=C1O,57.4,-4.241088107602026
COc1cccc(C(=N)NOC(=O)Cc2ccccc2[N+](=O)[O-])c1,96.3,-4.016373712875465
COc1cccc(NC(=O)CNC(=O)c2ccc([N+](=O)[O-])cc2)c1,8.8,-5.055517327849831
COc1cc(C=NNC(=O)Cc2ccccc2)cc([N+](=O)[O-])c1O,138.2,-3.8594919569618202
COc1ccc(-c2cc(C(=O)Nc3cc(C)on3)no2)cc1OC,0.6,-6.221848749616356
O=C(O)CCC(=O)NN1C(=O)c2ccccc2NC1c1ccco1,132.7,-3.8771290771355646
O=C(CNC(=O)c1ccc2c(c1)OCCO2)NN=Cc1ccco1,120.3,-3.9197343726601552
CSc1nnc(C)c(=O)n1COC(=O)C=Cc1ccc2c(c1)OCO2,57.0,-4.2441251443275085
CS(=O)(=O)N1CCc2cc(C(=O)Nc3cccc([N+](=O)[O-])c3)ccc21,0.8,-6.096910013008056
NS(=O)(=O)c1ccc(CNC(=O)C=Cc2cccc([N+](=O)[O-])c2)cc1,39.3,-4.405607449624573
Cc1ccc(C(=O)OCC(=O)NC(=O)c2cccn2C)cc1[N+](=O)[O-],3.8,-5.42021640338319
COc1cc([N+](=O)[O-])ccc1NC(=O)Nc1ccc2c(c1)OCCO2,0.6,-6.221848749616356
COc1ccc(C=NNc2ccc([N+](=O)[O-])cc2)c(C(=O)O)c1OC,139.3,-3.8560488835760367
COc1ccc(C=NNc2ccccc2[N+](=O)[O-])c(C(=O)O)c1OC,119.6,-3.922268820347608
NS(=O)(=O)c1ccc(NC(=O)CNC(=O)c2ccc3c(c2)OCO3)cc1,26.5,-4.576754126063192
CCOC(=O)C(C#N)=NNc1c(S(=O)(=O)Cc2ccco2)csc1C(=O)OC,59.7,-4.224025668870631
Cn1cccc1C(=O)NC(=O)COC(=O)c1ccc(S(C)(=O)=O)c([N+](=O)[O-])c1,35.9,-4.444905551421681
CC(C)c1ccc(NC(=O)c2ccc3snnc3c2)cc1,1.0,-6.0
Cc1cc(CSc2nc(C)cc(O)n2)c2ncccc2c1,29.3,-4.533132379645891
CC(=NNC(=O)c1c[nH]c2ccccc12)c1ccc(C)s1,0.7,-6.154901959985743
COc1ccc(-c2nnc(S)n2-c2ccc(C)cc2)cc1,14.1,-4.85078088734462
COc1ccc(-c2csc(Nc3cccc(C)n3)n2)cc1,0.7,-6.154901959985743
COc1ccc(-c2nnc(S)n2-c2ccccc2C)cc1,111.6,-3.95233580539844
Cc1cccc(NC2=NC(=O)C(=Cc3cccn3C)S2)c1,3.4,-5.468521082957745
Cc1ccc(NC2=NC(=O)C(=Cc3cccn3C)S2)cc1,6.7,-5.173925197299173
Cc1ccccc1NC1=NC(=O)C(=Cc2cccn2C)S1,11.1,-4.954677021213342
Cc1cccc(NC2=NC(=O)C(Cc3ccccc3)S2)n1,1.0,-6.0
Cc1ccc(SCn2nnc3ccccc3c2=O)c(C)c1,4.0,-5.3979400086720375
Cc1ccccc1OCc1nnc(S)n1-c1ccccc1,26.6,-4.575118363368933
Cc1ccc(-n2c(S)nnc2COc2ccccc2)cc1,113.0,-3.9469215565165805
Cc1ccc(OCc2nnc(S)n2-c2ccccc2)cc1,65.6,-4.1830961606243395
Cn1c(SCc2ccccc2)nnc1-c1ccc(O)cc1,78.0,-4.107905397309519
CCOc1ccc(Nc2nc(-c3cccnc3)cs2)cc1,0.7,-6.154901959985743
CCOc1ccccc1Nc1nc(-c2cccnc2)cs1,35.6,-4.448550002027125
c1ccc(-c2noc(CN3CCc4sccc4C3)n2)cc1,45.1,-4.345823458122039
c1csc(-c2nc(N3CCOCC3)c3ccccc3n2)c1,6.7,-5.173925197299173
COc1ccccc1-c1nnc(S)n1Cc1ccccc1,92.8,-4.032452023781138
Nn1c(Cc2ccccc2)nc2sc3c(c2c1=O)CCC3,2.0,-5.698970004336019
O=C(CSc1nc2ccccc2[nH]1)NCc1ccccc1,113.3,-3.9457700901366026
Oc1ncnc2sc3c(c12)CN(Cc1ccccc1)CC3,71.6,-4.145086977692144
CC(C)N1C(=O)C(=Cc2c[nH]nc2-c2ccccc2)SC1=S,0.6,-6.221848749616356
Cc1cccc(NC(=O)CSc2ncnc3sc(C)cc23)c1,2.1,-5.6777807052660805
CCc1sc(C(=O)Nc2nc(-c3ccccn3)cs2)cc1C,8.8,-5.055517327849831
CC(=O)c1cccc(Nc2nc(-c3sc(C)nc3C)cs2)c1,3.0,-5.522878745280337
Cc1ccc(C)c(Nc2nc(-c3cccnc3)cs2)c1,3.2,-5.494850021680094
Cc1ccc(Nc2nc(-c3cccnc3)cs2)cc1C,1.4,-5.853871964321762
Cc1ccc(-n2c(S)nnc2-c2ccccc2)c(C)c1,124.0,-3.906578314837765
CNc1nc(-c2ccccc2)[n+](-c2ccc(C)cc2)s1,116.2,-3.934793871945688
CN(C)C=Nc1nc(-c2ccc3ccccc3c2)cs1,56.9,-4.244887733604929
CCc1ccccc1Nc1nc(-c2cccnc2)cs1,12.8,-4.892790030352131
CCNC(=S)NN=C1c2ccccc2-c2ccccc21,4.3,-5.366531544420414
C=CCSc1cc(C)nc2c(-c3ccccc3)cnn12,1.4,-5.853871964321762
Cc1cccc(C2N=C(N)Nc3nc4ccccc4n32)c1,123.7,-3.9076303003708794
Cc1ccc(C2N=C(N)Nc3nc4ccccc4n32)cc1,126.2,-3.8989406450918844
Cc1ccccc1-n1nc(-c2cccnc2)cc1C(=O)NN,132.3,-3.878440155812499
Cc1ccc(C(=O)Nc2nc(N)n(-c3ccccc3)n2)cc1,125.8,-3.9003193588907497
Cc1ccc(CNC(=O)c2ccccc2-n2cnnn2)cc1,93.8,-4.027797161620936
CC1(C)CN(c2cccc(-c3ccnc4ncnn34)c2)C1=O,136.0,-3.8664610916297826
CCCn1c(=N)c(C#N)cc2c(=O)n3cccc(C)c3nc21,7.8,-5.107905397309519
O=C(CC(c1ccccc1)c1ccccc1)Nc1nn[nH]n1,92.0,-4.036212172654444
Cc1ccc(C(=O)NNC(=O)Cn2nnc3ccccc32)cc1,71.8,-4.1438755557577
CCc1ccc(Oc2nnnn2-c2ccc(C(N)=O)cc2)cc1,7.4,-5.130768280269024
CCOc1ccccc1NC(=O)c1ccc(-n2cncn2)nc1,8.4,-5.075720713938118
